"","SVSPP","SCINAME","COMNAME","CRUISE6","STATION","PDSEX","PDID","PYLEN","PYLEST","PYNAM","PDLEN"
"453",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199503,31,1,2,7000,NA,"ENGRAULIDAE",76
"454",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200001,112,2,3,7600,"N","CEPHALOPODA",50
"455",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200702,105,2,1,20000,"N","OSTEICHTHYES",85
"456",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201105,221,1,152344,25000,"N","UROPHYCIS CHUSS",63
"457",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200202,132,2,2,12000,"N","OSTEICHTHYES",82
"458",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201202,188,1,98968,4500,"N","LOLIGO SP",58
"459",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,36,2,2,5400,NA,"ANCHOA MITCHILLI",80
"460",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199902,72,2,1,2000,"N","DECAPODA CRAB",88
"461",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,8,0,34,6000,NA,"CITHARICHTHYS ARCTIFRONS",86
"462",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201504,222,2,101654,6000,"N","LOLIGO SP",76
"463",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199102,106,2,13,27000,NA,"MERLUCCIUS BILINEARIS",93
"464",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199002,195,2,8,9500,NA,"ANGUILLIFORMES LARVAE",999.99
"465",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,4,2,2,1000,NA,"CANCER SP",89
"466",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199604,348,2,5,16000,NA,"CLUPEIDAE",55
"467",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,20,2,17,3600,NA,"SCOMBRIDAE",76
"468",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198904,256,2,9,11000,NA,"LOLIGO SP",94
"469",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,26,2,25,4400,NA,"LOLIGO SP",87
"470",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,31,2,3,40000,NA,"OPHICHTHIDAE",86
"471",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,62,2,6,3600,NA,"CANCER IRRORATUS",82
"472",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199901,27,1,3,18000,"N","CEPHALOPODA",80
"473",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198502,244,1,3,3000,NA,"EUPHAUSIIDAE",68
"474",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,39,2,8,10500,NA,"BREVOORTIA TYRANNUS",86
"475",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,43,2,2,12000,NA,"ALOSA AESTIVALIS",77
"476",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,19,2,5,6500,NA,"DECAPODA CRAB",83
"477",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,317,2,1,8000,NA,"CRUSTACEA SHRIMP",97
"478",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201304,421,1,384681,18500,"E","ALOSA SP",77
"479",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,21,2,4,6000,NA,"ENGRAULIDAE",75
"480",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199802,46,2,1,7500,NA,"LOLIGO SP",85
"481",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199105,331,1,1,11000,NA,"ALOSA PSEUDOHARENGUS",81
"482",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,25,2,2,5000,NA,"ENGRAULIDAE",83
"483",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198904,194,2,20,15000,NA,"AMMODYTES SP",96
"484",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,27,2,2,5500,NA,"ENGRAULIDAE",87
"485",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199901,50,2,5,1200,"N","DECAPODA CRAB",73
"486",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201402,205,2,77673,24000,"N","CLUPEA HARENGUS",66
"487",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,37,2,1,19000,NA,"BREVOORTIA TYRANNUS",80
"488",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201001,38,2,1,15500,"N","SYMPHURUS SP",94
"489",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199102,1,2,96,2200,NA,"PRIONOTUS CAROLINUS",88
"490",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200510,326,1,301,16000,"E","SCOMBER SCOMBRUS",70
"491",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200510,249,2,1,900,"E","CANCRIDAE",71
"492",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,81,2,1,18000,NA,"STENOTOMUS CHRYSOPS",100
"493",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200101,98,1,2,4000,"E","LUMPENUS LUMPRETAEFORMIS",69
"494",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200603,12,1,301,10000,"E","ILLEX SP",76
"495",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200803,95,2,4,4200,"N","LOLIGO SP",95
"496",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,43,2,9,6000,NA,"ENGRAULIDAE",84
"497",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198606,186,2,2,7000,NA,"ANIMAL REMAINS",101
"498",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199901,60,2,6,35000,"E","SCOMBRIDAE",75
"499",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200807,229,1,301,8500,"N","AMMODYTES SP",72
"500",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,48,2,4,10000,NA,"PLEURONECTIFORMES",98
"501",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199401,17,1,8,25000,NA,"FISH",80
"502",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199706,222,2,1,12500,NA,"SCOMBER SCOMBRUS",79
"503",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,87,2,1,16000,NA,"PRIONOTUS CAROLINUS",87
"504",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199401,26,1,1,12000,NA,"LOLIGO SP",81
"505",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201102,59,2,2,20000,"N","CLUPEA HARENGUS",92
"506",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200603,92,2,1,18000,"E","SCOMBER SCOMBRUS",81
"507",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200402,2,2,2,6500,"E","LOLIGO SP",87
"508",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199502,71,2,1,12500,NA,"STENOTOMUS CHRYSOPS",76
"509",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200002,67,2,7,5000,"N","ETROPUS MICROSTOMUS",64
"510",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199303,62,1,3,25000,NA,"CLUPEIDAE",76
"511",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199502,75,2,8,25500,NA,"CLUPEA HARENGUS",80
"512",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200306,75,2,1,4700,"N","LOLIGO SP",82
"513",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199706,247,2,4,8200,NA,"UROPHYCIS CHUSS",50
"514",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201202,188,1,98932,5100,"N","LOLIGO SP",72
"515",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199303,91,2,3,20000,NA,"CLUPEA HARENGUS",68
"516",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199902,71,1,2,21000,"N","CLUPEA HARENGUS",72
"517",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200001,51,1,2,7200,"N","UROPHYCIS REGIA",70
"518",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199301,15,1,1,6000,NA,"LOLIGO SP",76
"519",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200610,172,2,1,4000,"N","LOLIGO SP",84
"520",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199502,100,2,2,8000,NA,"LOLIGO SP",44
"521",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",202102,65,1,18750,17000,"E","CLUPEIDAE",81
"522",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200402,135,2,5,26000,"E","CLUPEA HARENGUS",90
"523",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199102,93,2,52,28000,NA,"CLUPEIDAE",80
"524",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,49,2,5,9000,NA,"FISH",72
"525",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,155,2,22,4000,NA,"AMMODYTES SP",68
"526",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199301,23,1,2,12200,NA,"PEPRILUS TRIACANTHUS",81
"527",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199706,170,1,4,2100,NA,"LOLIGO SP",70
"528",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,107,2,6,20500,NA,"AMMODYTES SP",75
"529",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199002,68,2,16,5000,NA,"ENGRAULIDAE",999.99
"530",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200002,57,2,6,16000,"N","SYMPHURUS SP",69
"531",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,155,2,10,3800,NA,"AMMODYTES SP",78
"532",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199206,168,2,4,9000,NA,"PEPRILUS TRIACANTHUS",79
"533",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199601,64,2,10,11000,NA,"RAJA SP",69
"534",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199206,282,2,10,28000,NA,"SCOPHTHALMUS AQUOSUS",85
"535",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200002,66,2,1,6400,"N","ETROPUS MICROSTOMUS",76
"536",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199201,49,2,9,25000,NA,"SCOMBER SCOMBRUS",85
"537",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198606,186,2,8,5000,NA,"CRUSTACEA SHRIMP",999.99
"538",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,34,2,14,7000,NA,"ENGRAULIDAE",73
"539",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199503,31,2,1,5800,NA,"ENGRAULIDAE",81
"540",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199602,6,1,6,8000,NA,"LOLIGO SP",84
"541",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,27,2,3,6000,NA,"ENGRAULIDAE",84
"542",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199206,276,2,6,8300,NA,"LOLIGO SP",96
"543",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199004,338,2,5,15000,NA,"CLUPEA HARENGUS",100
"544",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199801,74,1,6,18000,NA,"CLUPEIDAE",51
"545",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200501,27,2,2,5000,"N","ETROPUS MICROSTOMUS",68
"546",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200302,89,1,301,33000,"N","OPHICHTHIDAE",80
"547",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200610,172,2,1,4500,"N","LOLIGO SP",84
"548",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,237,0,2,7000,NA,"CITHARICHTHYS ARCTIFRONS",84
"549",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,16,2,16,1800,NA,"EMPTY",94
"550",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199602,58,2,1,8500,NA,"UROPHYCIS REGIA",80
"551",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,92,2,3,13500,NA,"AMMODYTES SP",92
"552",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200303,3,2,1,21000,"N","SCOMBER SCOMBRUS",65
"553",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199202,67,2,4,13000,NA,"SYMPHURUS SP",74
"554",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199503,34,1,4,2000,NA,"SEPIOLIDAE",70
"555",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,38,2,3,13000,NA,"PLEURONECTIFORMES",100
"556",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199706,170,2,4,2200,NA,"LOLIGO SP",83
"557",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199306,289,2,3,34500,NA,"LUMPENUS LUMPRETAEFORMIS",96
"558",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200610,226,2,1,11100,"N","DECAPTERUS PUNCTATUS",75
"559",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,15,2,10,1500,NA,"BIVALVIA",101
"560",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198803,280,0,3,24000,NA,"LEPOPHIDIUM PROFUNDORUM",82
"561",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199706,284,2,2,10000,NA,"PEPRILUS TRIACANTHUS",84
"562",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200803,95,2,4,5600,"N","LOLIGO SP",95
"563",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,109,2,1,21700,NA,"AMMODYTES SP",77
"564",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,34,2,7,11000,NA,"ALOSA PSEUDOHARENGUS",86
"565",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200001,68,2,1,11000,"N","LEPOPHIDIUM PROFUNDORUM",78
"566",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200610,172,2,1,4000,"N","LOLIGO SP",84
"567",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201202,154,1,81136,10000,"N","LOLIGO SP",75
"568",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200306,40,1,301,3800,"N","LOLIGO SP",80
"569",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199102,79,2,61,16000,NA,"OPHIDION MARGINATUM",74
"570",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,27,2,6,4600,NA,"ENGRAULIDAE",73
"571",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199706,249,1,1,7200,NA,"PLEURONECTIFORMES",68
"572",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199505,54,1,23,16600,NA,"CLUPEA HARENGUS",84
"573",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199801,77,1,7,13000,NA,"LOLIGO SP",55
"574",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200604,1,1,1,9600,"N","ILLEX SP",70
"575",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,43,2,6,6000,NA,"ENGRAULIDAE",77
"576",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200610,172,2,12,6500,"N","LOLIGO SP",96
"577",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200803,81,2,2,4900,"N","ANCHOA MITCHILLI",86
"578",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199102,70,2,77,7500,NA,"ENGRAULIDAE",83
"579",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199102,93,2,49,21500,NA,"CLUPEIDAE",99
"580",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200610,194,2,1,6000,"E","LOLIGO SP",82
"581",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199503,70,2,4,18500,NA,"SCOMBER SCOMBRUS",62
"582",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199302,69,2,4,11100,NA,"MERLUCCIUS BILINEARIS",87
"583",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200303,10,1,1,5000,"N","UROPHYCIS REGIA",69
"584",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200610,227,2,1,17200,"N","ILLEX SP",80
"585",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199503,53,1,4,800,NA,"CEPHALOPODA",68
"586",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200201,77,2,6,23000,"N","CLUPEA HARENGUS",81
"587",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199702,66,2,1,3000,NA,"CEPHALOPODA",84
"588",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199206,168,2,4,9000,NA,"PEPRILUS TRIACANTHUS",79
"589",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199602,168,2,3,31000,NA,"SCOMBER SP",88
"590",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200002,54,2,1,6000,"N","ENGRAULIDAE",91
"591",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200902,131,1,1,2800,"N","LOLIGO SP",73
"592",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199503,87,1,1,8000,NA,"LOLIGO SP",40
"593",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199804,314,2,2,24000,"E","SCOMBER SCOMBRUS",71
"594",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200610,172,2,1,5500,"N","LOLIGO SP",84
"595",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201105,344,1,215662,19000,"N","CLUPEA HARENGUS",74
"596",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,17,2,5,1000,NA,"CEPHALOPODA",81
"597",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200201,1,2,7,4000,"N","LOLIGO SP",81
"598",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199202,59,2,10,5000,NA,"ENGRAULIDAE",94
"599",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199801,73,1,1,11000,NA,"CITHARICHTHYS ARCTIFRONS",81
"600",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199102,71,2,89,4400,NA,"ETROPUS MICROSTOMUS",74
"601",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199401,56,2,2,11000,NA,"CEPHALOPODA",71
"602",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199702,237,2,1,19000,NA,"SCOMBER SCOMBRUS",71
"603",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,44,2,5,14000,NA,"SYMPHURUS SP",87
"604",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199502,100,2,1,8000,NA,"LOLIGO SP",46
"605",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,10,2,9,3300,NA,"LOLIGO SP",92
"606",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200002,60,2,11,8000,"N","UROPHYCIS REGIA",69
"607",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199802,273,2,4,22000,NA,"SCOMBER SCOMBRUS",85
"608",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199202,64,2,1,11000,NA,"FISH",97
"609",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199004,199,1,1,29000,NA,"CLUPEA HARENGUS",75
"610",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200002,66,2,1,6600,"N","ETROPUS MICROSTOMUS",76
"611",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199601,117,1,6,4300,NA,"LOLIGO SP",33
"612",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200202,130,2,1,6500,"N","LOLIGO SP",85
"613",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,187,2,7,60000,NA,"MACROZOARCES AMERICANUS",93
"614",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200109,309,1,303,22000,"E","CLUPEA HARENGUS",69
"615",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200201,4,2,1,6500,"N","UROPHYCIS REGIA",80
"616",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199706,283,2,6,9200,NA,"PEPRILUS TRIACANTHUS",77
"617",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200303,2,1,301,25000,"N","CLUPEA HARENGUS",76
"618",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200501,20,2,1,4000,"E","ETROPUS MICROSTOMUS",76
"619",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199706,123,2,4,6000,NA,"CEPHALOPODA",85
"620",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200902,34,1,1,4100,"N","LOLIGO SP",82
"621",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199802,69,2,4,8600,NA,"UROPHYCIS REGIA",80
"622",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199908,330,2,1,5500,"E","FISH",90
"623",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,35,2,10,4300,NA,"ANCHOA MITCHILLI",103
"624",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199701,19,1,4,11000,"N","CEPHALOPODA",68
"625",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198606,186,2,2,7000,NA,"ANIMAL REMAINS",101
"626",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199303,149,2,1,2000,NA,"CTENOPHORA",90
"627",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199701,19,1,1,3400,"N","CEPHALOPODA",73
"628",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199303,132,2,8,25000,NA,"CLUPEIDAE",82
"629",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199505,54,2,6,19500,NA,"MERLUCCIUS BILINEARIS",62
"630",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199502,22,2,1,24000,NA,"CLUPEA HARENGUS",78
"631",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199301,27,2,1,17000,NA,"STENOTOMUS CHRYSOPS",87
"632",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201202,15,2,9406,15000,"N","STENOTOMUS CHRYSOPS",87
"633",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,17,2,2,4000,NA,"DECAPODA CRAB",64
"634",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199503,34,2,8,23000,NA,"PARALICHTHYS DENTATUS",94
"635",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,136,2,14,21000,NA,"PARALICHTHYS OBLONGUS",94
"636",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,108,2,2,17000,NA,"AMMODYTES SP",73
"637",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198606,186,2,3,5000,NA,"ANIMAL REMAINS",999.99
"638",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199702,328,2,8,9000,NA,"CANCER BOREALIS",71
"639",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200002,210,2,1,25000,"N","CLUPEA HARENGUS",78
"640",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,21,2,5,11000,NA,"SYMPHURUS SP",88
"641",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199706,123,2,4,5000,NA,"CEPHALOPODA",85
"642",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199908,283,1,1,20000,"N","CLUPEIDAE",80
"643",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200902,131,1,1,2600,"N","LOLIGO SP",73
"644",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199804,144,2,12,4500,"N","LOLIGO SP",93
"645",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200002,301,2,1,7000,"E","CANCER IRRORATUS",91
"646",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199505,54,2,1,20500,NA,"MERLUCCIUS BILINEARIS",84
"647",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200005,232,2,1,29000,"N","SCOMBERESOX SAURUS",60
"648",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201001,51,2,1,15100,"N","LEIOSTOMUS XANTHURUS",81
"649",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200005,120,2,2,2500,"N","LOLIGO SP",81
"650",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199706,124,2,1,10000,NA,"LOLIGO SP",79
"651",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200703,76,2,1,4900,"N","ETROPUS MICROSTOMUS",75
"652",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200703,75,2,1,3000,"E","ETROPUS MICROSTOMUS",79
"653",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,13,2,1,700,NA,"SYMPHURUS SP",79
"654",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198502,12,2,12,3000,NA,"CEPHALOPODA",999.99
"655",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201402,120,2,41338,19000,"N","CLUPEA HARENGUS",87
"656",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200501,73,1,1,10000,"E","STENOTOMUS CHRYSOPS",78
"657",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200510,265,2,1,15000,"E","SEBASTES FASCIATUS",86
"658",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,34,2,14,13000,NA,"ALOSA SAPIDISSIMA",73
"659",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199706,171,2,2,3000,NA,"LOLIGO SP",71
"660",32,"CLUPEA HARENGUS","ATLANTIC HERRING",201102,33,2,1,7000,"N","UROPHYCIS REGIA",24
"661",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199503,25,2,4,5400,NA,"ENGRAULIDAE",26
"662",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199503,31,2,7,5200,NA,"ANCHOA MITCHILLI",26
"663",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199601,106,2,4,1600,NA,"AMMODYTES SP LARVAE",16
"664",32,"CLUPEA HARENGUS","ATLANTIC HERRING",200005,313,1,1,4900,"N","MERLUCCIUS BILINEARIS",26
"665",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199402,27,2,5,4500,NA,"ANCHOA MITCHILLI",24
"666",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199503,31,2,7,4300,NA,"ANCHOA MITCHILLI",26
"667",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199302,43,NA,3,1200,NA,"FISH LARVAE",30
"668",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199402,27,2,5,4500,NA,"ANCHOA MITCHILLI",24
"669",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199602,125,1,1,8000,NA,"MENIDIA MENIDIA",28
"670",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199302,43,NA,4,1300,NA,"FISH LARVAE",26
"671",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199901,144,1,9,3200,"N","CLUPEA HARENGUS",27
"672",32,"CLUPEA HARENGUS","ATLANTIC HERRING",198502,261,2,3,1500,NA,"AMMODYTES SP",19
"673",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199706,225,2,4,3200,NA,"MERLUCCIUS BILINEARIS",25
"674",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199902,189,2,1,1000,"N","FISH LARVAE",24
"675",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199503,30,2,3,4200,NA,"ANCHOA MITCHILLI",27
"676",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199402,27,1,7,5200,NA,"ANCHOA MITCHILLI",30
"677",32,"CLUPEA HARENGUS","ATLANTIC HERRING",199402,19,1,7,4000,NA,"ENGRAULIDAE",26
